Internship Title,Company Name,Location,Start Date,Duration,Stipend,Payroll_Clean,Level,Internship_Title,Payroll_Level_Bucket,Skills,Skills_List
digital marketing,Creatiwise,Mumbai,Immediately,5 Months,"₹ 7,000-14,000 /month",10500.0,Junior,digital marketing,24-15 (Junior),"Social Media, Content Creation, Basic Analytics, Posting","['Social Media', 'Content Creation', 'Basic Analytics', 'Posting']"
operations,YourDOST Health Solutions,Bangalore,Immediately,5 Months,"₹ 15,000-18,000 /month",16500.0,Entry,operations,20-1 (Entry),"Clerical Tasks, Scheduling, Communication","['Clerical Tasks', 'Scheduling', 'Communication']"
operations,TopLine Vision,Kochi,Immediately,5 Months,"₹ 7,000-9,000 /month",8000.0,Mid,operations,27-24 (Mid),"Task Coordination, Scheduling, Reporting, Communication","['Task Coordination', 'Scheduling', 'Reporting', 'Communication']"
graphic design,The Crimson Cape,Mumbai,Immediately,5 Months,"₹ 10,000-16,000 /month",13000.0,Junior,graphic design,24-15 (Junior),"Photoshop, Illustrator, Branding, UX/UI","['Photoshop', 'Illustrator', 'Branding', 'UX/UI']"
digital marketing,Appopoleis Studios,Mumbai,Immediately,3 Months,"₹ 15,000-25,000 /month",20000.0,Entry,digital marketing,14-1 (Entry),"Social Media Posting, Content Creation, Basic Analytics","['Social Media Posting', 'Content Creation', 'Basic Analytics']"
social media management,Qlearncept,Hyderabad,Immediately,3 Months,"₹ 18,000 /month",18000.0,Junior,,,,
operations,Atelierish Media,Kolkata,Immediately,3 Months,"₹ 7,000-10,000 /month",8500.0,Mid,operations,27-24 (Mid),"Task Coordination, Scheduling, Reporting, Communication","['Task Coordination', 'Scheduling', 'Reporting', 'Communication']"
graphic design,Uni-Med India,Mumbai,Immediately,3 Months,"₹ 9,000 /month",9000.0,Junior,graphic design,24-15 (Junior),"Photoshop, Illustrator, Branding, UX/UI","['Photoshop', 'Illustrator', 'Branding', 'UX/UI']"
customer service,SVF Entertainment Private Limited,Kolkata,Immediately,3 Months,"₹ 10,000-12,000 /month",11000.0,Mid,customer service,12-9 (Mid),"Communication, Handling Queries, CRM, Reporting","['Communication', 'Handling Queries', 'CRM', 'Reporting']"
video making/editing,Arista Vault,Bangalore,Immediately,2 Months,"₹ 30,000 /month",30000.0,Entry,video making/editing,14-1 (Entry),"Basic Editing, Simple Cuts, Audio","['Basic Editing', 'Simple Cuts', 'Audio']"
sales,Breakout,Bangalore,Immediately,2 Months,"₹ 6,000-8,000 /month",7000.0,Mid,sales,19-17 (Mid),"CRM, Lead Generation, Customer Interaction, Reporting, Communication","['CRM', 'Lead Generation', 'Customer Interaction', 'Reporting', 'Communication']"
content writing,Atelierish Media,Kolkata,Immediately,2 Months,"₹ 7,000-12,000 /month",9500.0,Junior,content writing,24-12 (Junior),"Copywriting, Storytelling, Editing, Blogging","['Copywriting', 'Storytelling', 'Editing', 'Blogging']"
business development (sales),Exa Mobility India Private Limited,Pune,Immediately,2 Months,"₹ 15,000-30,000 /month",22500.0,Entry,business development (sales),27-1 (Entry),"Communication, Customer Interaction, Cold Calling, Record Keeping","['Communication', 'Customer Interaction', 'Cold Calling', 'Record Keeping']"
marketing,Idea Usher,Work From Home,Immediately,2 Months,"₹ 8,000-15,000 /month",11500.0,Junior,marketing,30-25 (Junior),"Marketing Strategy, Analytics, Campaign Management, Communication","['Marketing Strategy', 'Analytics', 'Campaign Management', 'Communication']"
social media management,Exa Mobility India Private Limited,Pune,Immediately,2 Months,"₹ 12,000-25,000 /month",18500.0,Entry,,,,
creative design,Select Media Holdings LLP,Mumbai,Immediately,2 Months,"₹ 8,000-10,000 /month",9000.0,Junior,creative design,5-4 (Junior),"Photoshop, Illustrator, Typography, Branding, Layout","['Photoshop', 'Illustrator', 'Typography', 'Branding', 'Layout']"
operations,Universal Adventures,Work From Home,Immediately,1 Month,"₹ 2,000-4,000 /month",3000.0,Elite,operations,33-31 (Elite),"Process Optimization, Logistics, ERP Tools, Reporting, Resource Planning, Communication, Scheduling, Problem Solving","['Process Optimization', 'Logistics', 'ERP Tools', 'Reporting', 'Resource Planning', 'Communication', 'Scheduling', 'Problem Solving']"
operations,Avaesa,Chennai,Immediately,1 Month,"₹ 8,000 /month +  Incentives",8000.0,Mid,operations,27-24 (Mid),"Task Coordination, Scheduling, Reporting, Communication","['Task Coordination', 'Scheduling', 'Reporting', 'Communication']"
telecalling,Qriocity Ventures Private Limited,Chennai,Immediately,1 Month,"₹ 20,000 /month +  Incentives",20000.0,Entry,telecalling,9-1 (Entry),"Basic Calling, Communication, Notes","['Basic Calling', 'Communication', 'Notes']"
content writing,Star Watch Technologies,Chennai,Immediately,1 Month,"₹ 3,000-8,000 /month",5500.0,Mid,content writing,37-25 (Mid),"SEO Writing, Copywriting, Storytelling, Editing, Blogging","['SEO Writing', 'Copywriting', 'Storytelling', 'Editing', 'Blogging']"
sales,Qriocity Ventures Private Limited,Chennai,Immediately,1 Month,"₹ 20,000-25,000 /month",22500.0,Entry,sales,11-1 (Entry),"Communication, Cold Calling, Customer Interaction","['Communication', 'Cold Calling', 'Customer Interaction']"
event management,Energy Alternatives India,Chennai,Immediately,1 Month,"₹ 15,000-20,000 /month",17500.0,Entry,event management,6-1 (Entry),"Task Assistance, Documentation, Coordination","['Task Assistance', 'Documentation', 'Coordination']"
social media marketing,Social Parindee Digital Marketing Agency Private Limited,Work From Home,Immediately,1 Month,"₹ 1,000-2,000 /month",1500.0,Elite,social media marketing,34-32 (Elite),"Social Media Strategy, Analytics, Content Planning, Paid Ads, Campaign Management, Reporting, Communication, Creativity","['Social Media Strategy', 'Analytics', 'Content Planning', 'Paid Ads', 'Campaign Management', 'Reporting', 'Communication', 'Creativity']"
event management,Star Production,Delhi,Immediately,2 Months,"₹ 3,000-7,000 /month",5000.0,Senior,event management,16-15 (Senior),"Event Planning, Budgeting, Vendor Management, Logistics, Coordination, Marketing","['Event Planning', 'Budgeting', 'Vendor Management', 'Logistics', 'Coordination', 'Marketing']"
talent acquisition,SKILLFORGE E-LEARNING SOLUTIONS PRIVATE LIMITED,Bangalore,Immediately,2 Months,"₹ 10,000 /month +  Incentives",10000.0,Junior,talent acquisition,8-5 (Junior),"Job Posting, Screening, Scheduling, Candidate Interaction, Communication","['Job Posting', 'Screening', 'Scheduling', 'Candidate Interaction', 'Communication']"
social media marketing,Nikita Vakil,Mumbai,Immediately,2 Months,"₹ 2,000-2,500 /month",2250.0,Elite,social media marketing,34-32 (Elite),"Social Media Strategy, Analytics, Content Planning, Paid Ads, Campaign Management, Reporting, Communication, Creativity","['Social Media Strategy', 'Analytics', 'Content Planning', 'Paid Ads', 'Campaign Management', 'Reporting', 'Communication', 'Creativity']"
business development,Brinnova,Hyderabad,Immediately,2 Months,"₹ 15,000-20,000 /month",17500.0,Entry,,,,
telecalling,The Overseas Consultant,Mumbai,Immediately,2 Months,"₹ 5,000-6,000 /month",5500.0,Senior,telecalling,19-18 (Senior),"Cold Calling, Communication, CRM, Customer Persuasion, Reporting","['Cold Calling', 'Communication', 'CRM', 'Customer Persuasion', 'Reporting']"
accounting & tally,Branch Karma,Mira Bhayandar,Immediately,4 Months,"₹ 5,000 /month",5000.0,Mid,accounting & tally,7-5 (Mid),"Accounting, Tally, Bookkeeping, Excel","['Accounting', 'Tally', 'Bookkeeping', 'Excel']"
data entry,Traya Health,Mumbai,Immediately,4 Months,"₹ 5,000-10,000 /month",7500.0,Mid,data entry,14-11 (Mid),"Data Entry, Record Keeping, Basic Spreadsheet, Communication","['Data Entry', 'Record Keeping', 'Basic Spreadsheet', 'Communication']"
graphic design,Exa Mobility India Private Limited,Pune,Immediately,4 Months,"₹ 10,000-20,000 /month",15000.0,Entry,graphic design,14-1 (Entry),"Photoshop, Illustrator, Branding","['Photoshop', 'Illustrator', 'Branding']"
marketing,The Overseas Consultant,Mumbai,Immediately,4 Months,"₹ 5,000-6,000 /month",5500.0,Mid,marketing,34-31 (Mid),"Marketing Strategy, Analytics, Campaign Management, Brand Management, Communication","['Marketing Strategy', 'Analytics', 'Campaign Management', 'Brand Management', 'Communication']"
finance,Commando Kennels,Secunderabad,Immediately,4 Months,"₹ 15,000-18,000 /month",16500.0,Entry,finance,4-1 (Entry),"Data Entry, Basic Accounting, Reporting","['Data Entry', 'Basic Accounting', 'Reporting']"
telecalling,BR Mart Connect Projects Private Limited,Hyderabad,Immediately,4 Months,"₹ 8,000-20,000 /month",14000.0,Junior,telecalling,14-10 (Junior),"Communication, Customer Interaction, Reporting, CRM","['Communication', 'Customer Interaction', 'Reporting', 'CRM']"
human resources (hr),SwasthAham,Work From Home,Immediately,6 Months,"₹ 1,000-4,000 /month",2500.0,Senior,human resources (hr),26-24 (Senior),"Recruitment, Employee Engagement, HR Policies, HR Software, Communication","['Recruitment', 'Employee Engagement', 'HR Policies', 'HR Software', 'Communication']"
finance,WinnyTine Events,Mumbai,Immediately,6 Months,"₹ 8,000 /month",8000.0,Junior,finance,7-5 (Junior),"Accounting, Bookkeeping, Excel, Reporting","['Accounting', 'Bookkeeping', 'Excel', 'Reporting']"
video editing,Social Buzz Technologies,Noida,Immediately,6 Months,"₹ 7,500 /month",7500.0,Junior,video editing,14-12 (Junior),"Premiere Pro, Editing, Motion Graphics, Audio Editing","['Premiere Pro', 'Editing', 'Motion Graphics', 'Audio Editing']"
corporate sales,Gramlite Rural Solutions,Gurgaon,Immediately,6 Months,"₹ 14,000 /month",14000.0,Junior,corporate sales,4-3 (Junior),"CRM, Lead Generation, Client Interaction, Communication","['CRM', 'Lead Generation', 'Client Interaction', 'Communication']"
video making/editing,"Vanakkam Germany (Germany, Canada)",Work From Home,Immediately,6 Months,"₹ 1,000 /month +  Incentives",1000.0,Elite,video making/editing,26-24 (Elite),"Premiere Pro, After Effects, Storyboarding, Motion Graphics, Color Grading, Editing, Audio","['Premiere Pro', 'After Effects', 'Storyboarding', 'Motion Graphics', 'Color Grading', 'Editing', 'Audio']"
finance & accounting,RS Consultancy Services,Hyderabad,Immediately,6 Months,"₹ 6,000 /month",6000.0,Elite,,,,
telecalling,DARIDE TRANSPORTATION SERVICES PVT LTD,Hyderabad,Immediately,6 Months,"₹ 5,000-20,000 /month",12500.0,Junior,telecalling,14-10 (Junior),"Communication, Customer Interaction, Reporting, CRM","['Communication', 'Customer Interaction', 'Reporting', 'CRM']"
market research,Energy Alternatives India,Chennai,Immediately,6 Months,"₹ 15,000-20,000 /month",17500.0,Entry,market research,6-1 (Entry),"Data Entry, Basic Reporting, Communication","['Data Entry', 'Basic Reporting', 'Communication']"
human resources (hr),Star Production,Delhi,Immediately,6 Months,"₹ 3,000-7,000 /month",5000.0,Senior,human resources (hr),26-24 (Senior),"Recruitment, Employee Engagement, HR Policies, HR Software, Communication","['Recruitment', 'Employee Engagement', 'HR Policies', 'HR Software', 'Communication']"
finance & accounting,The Affordable Organic Store,Bangalore,Immediately,6 Months,"₹ 6,000-8,000 /month",7000.0,Senior,finance & accounting,8 (Senior),"Accounting, Financial Analysis, Excel, Reporting, Budget Planning, Communication","['Accounting', 'Financial Analysis', 'Excel', 'Reporting', 'Budget Planning', 'Communication']"
business development (sales),Expertbells Consulting Private Limited,Agra,Immediately,6 Months,"₹ 5,000-20,000 /month",12500.0,Junior,business development (sales),33-28 (Junior),"Lead Generation, Communication, Customer Engagement, Product Knowledge, Reporting","['Lead Generation', 'Communication', 'Customer Engagement', 'Product Knowledge', 'Reporting']"
photography,Social Agni,Delhi,Immediately,6 Months,"₹ 2,500 /month",2500.0,Senior,photography,14 (Senior),"DSLR, Lighting, Editing (Photoshop/Lightroom), Composition, Event Photography, Communication","['DSLR', 'Lighting', 'Editing (Photoshop/Lightroom)', 'Composition', 'Event Photography', 'Communication']"
business development (sales),GNOVATIONS TECHNOLOGIES,Delhi,Immediately,2 Months,"₹ 12,000-25,000 /month",18500.0,Junior,business development (sales),33-28 (Junior),"Lead Generation, Communication, Customer Engagement, Product Knowledge, Reporting","['Lead Generation', 'Communication', 'Customer Engagement', 'Product Knowledge', 'Reporting']"
wordpress development,UnitedOver LLC,Work From Home,Immediately,2 Months,"₹ 2,000-5,000 /month",3500.0,Senior,wordpress development,17-16 (Senior),"WordPress, PHP, HTML/CSS, Theme/Plugin Development, WooCommerce, SEO, Git","['WordPress', 'PHP', 'HTML/CSS', 'Theme/Plugin Development', 'WooCommerce', 'SEO', 'Git']"
ui/ux design,AZ ALPHA TECH SOLUTIONS PRIVATE LIMITED,Faridabad,Immediately,2 Months,"₹ 5,000-8,000 /month",6500.0,Mid,ui/ux design,12-10 (Mid),"Wireframing, Prototyping, User Research, Interaction Design, Communication","['Wireframing', 'Prototyping', 'User Research', 'Interaction Design', 'Communication']"
mobile app development,Bilateral Solutions Private Limited,Mandi,Immediately,2 Months,"₹ 10,000-15,000 /month",12500.0,Entry,mobile app development,4-1 (Entry),"Basic Mobile App, Simple Layouts, Basic Programming","['Basic Mobile App', 'Simple Layouts', 'Basic Programming']"
product management,FynTune Solution Private Limited,Turbhe,Immediately,2 Months,"₹ 12,000-18,000 /month",15000.0,Junior,product management,11-8 (Junior),"Feature Planning, Requirement Gathering, Basic Analytics, Communication","['Feature Planning', 'Requirement Gathering', 'Basic Analytics', 'Communication']"
architecture,ABC Architect's Consultants,Mumbai,Immediately,3 Months,"₹ 4,500 /month",4500.0,Elite,architecture,13 (Elite),"AutoCAD, 3D Modeling, Project Planning, Rendering, Design Principles, Communication","['AutoCAD', '3D Modeling', 'Project Planning', 'Rendering', 'Design Principles', 'Communication']"
marketing,Shreeyash Associates,Pune,Immediately,3 Months,"₹ 5,000-7,500 /month",6250.0,Mid,marketing,34-31 (Mid),"Marketing Strategy, Analytics, Campaign Management, Brand Management, Communication","['Marketing Strategy', 'Analytics', 'Campaign Management', 'Brand Management', 'Communication']"
business development (sales),Comit Solution,Work From Home,Immediately,6 Months,"₹ 1,000-8,000 /month",4500.0,Elite,business development (sales),46-44 (Elite),"Strategic Planning, Negotiation, CRM, Market Research, Leadership, Client Acquisition, Data Analysis, Communication","['Strategic Planning', 'Negotiation', 'CRM', 'Market Research', 'Leadership', 'Client Acquisition', 'Data Analysis', 'Communication']"
search engine optimization (seo),Codefeast,Work From Home,Immediately,6 Months,"₹ 1,000 /month +  Incentives",1000.0,Elite,search engine optimization (seo),20 (Elite),"SEO, Keyword Research, Analytics, On-page, Off-page, Content Optimization","['SEO', 'Keyword Research', 'Analytics', 'On-page', 'Off-page', 'Content Optimization']"
human resources (hr),PassionMojo Private Limited,Work From Home,Immediately,3 Months,"₹ 2,000-2,500 /month",2250.0,Elite,human resources (hr),29-27 (Elite),"Recruitment, Employee Engagement, HR Policies, Performance Management, HR Software, Communication, Reporting","['Recruitment', 'Employee Engagement', 'HR Policies', 'Performance Management', 'HR Software', 'Communication', 'Reporting']"
full stack development,Zversal,Mohali,Not specified,3 Months,"₹ 7,500 /month",7500.0,Mid,full stack development,18-15 (Mid),"HTML, CSS, JS, React, Git, Database, API","['HTML', 'CSS', 'JS', 'React', 'Git', 'Database', 'API']"
marketing,B B Advisory,Work From Home,Immediately,3 Months,"₹ 2,000-8,000 /month",5000.0,Senior,marketing,37-35 (Senior),"Marketing Strategy, Analytics, Campaign Management, Brand Management, SEO/SEM, Communication, Reporting","['Marketing Strategy', 'Analytics', 'Campaign Management', 'Brand Management', 'SEO/SEM', 'Communication', 'Reporting']"
product management,Stylework,Gurgaon,Immediately,3 Months,"₹ 10,000-15,000 /month",12500.0,Junior,product management,11-8 (Junior),"Feature Planning, Requirement Gathering, Basic Analytics, Communication","['Feature Planning', 'Requirement Gathering', 'Basic Analytics', 'Communication']"
